Xavier Vilela,Guarda, 05 06 09 15 
Filipe Andrade,Porto, 02 10 19 20 
Fernando Trindade,Leiria, 06 07 17 19 
Xavier Salgado,Viseu, 11 15 16 18 
Carlos Gomes,Aveiro, 02 10 16 18 
Carlos Oliveira,Setubal, 05 13 16 20 
Julio Aguiar,Evora, 04 11 14 20 
Soraia Andrade,Viseu, 04 13 18 20 
Paula Aguiar,Vila Real, 03 04 06 10 
Luis Vilela,Portalegre, 03 05 15 20 
Rogerio Jesus,Portalegre, 08 12 15 17 
Carla Marques,Viseu, 04 09 11 18 
Paulo Teixeira,Braga, 08 12 16 17 
Bernardo Costa,Braganca, 02 09 10 16 
Eduardo Rodrigues,Coimbra, 01 07 10 14 
Zacarias Abreu,Leiria, 10 15 16 19 
Filipe Nunes,Castelo Branco, 03 10 17 19 
Carlos Barbosa,Viseu, 08 11 14 17 
Julio Oliveira,Castelo Branco, 04 05 07 12 
Xavier Costa,Lisboa, 01 05 13 16 
Susana Pinto,Portalegre, 01 13 14 18 
Diogo Morais,Evora, 02 08 09 12 
Helena Seabra,Guarda, 07 09 11 18 
David Pinho,Faro, 03 08 09 10 
David Aguiar,Coimbra, 03 07 09 10 
Paulo Aguiar,Santarem, 01 12 15 18 
Beatriz Nunes,Viseu, 05 10 17 18 
Agostinho Aguiar,Portalegre, 02 08 11 18 
Julio Pereira,Lisboa, 03 08 12 20 
Antonio Pinho,Braga, 08 16 17 19 
Antonio Chaves,Setubal, 07 10 14 15 
Eduarda Costa,Evora, 12 15 17 19 
Rogerio Gomes,Braga, 01 14 16 19 
Daniela Andrade,Coimbra, 05 09 11 16 
Helena Barbosa,Viseu, 03 14 15 18 
Agostinho Aguiar,Leiria, 08 09 11 18 
Fernanda Batista,Faro, 09 10 14 18 
Ana Pinto,Porto, 05 09 11 18 
Julio Batista,Lisboa, 02 06 14 15 
Paula Marinho,Coimbra, 01 02 05 19 
Carla Oliveira,Lisboa, 04 12 18 20 
Alexandre Vilela,Faro, 01 04 07 10 
Sonia Nunes,Setubal, 04 11 14 19 
Maria Nunes,Coimbra, 01 04 05 09 
Soraia Santos,Braga, 01 05 08 09 
Fernando Barbosa,Braganca, 10 12 17 20 
Paula Marques,Leiria, 02 14 15 19 
Fernanda Marinho,Setubal, 10 15 17 19 
Ana Morais,Braganca, 01 08 13 18 
Sonia Aguiar,Santarem, 04 07 10 19 
Inacio Jesus,Santarem, 03 09 18 19 
Filipe Teixeira,Leiria, 08 14 17 20 
Paula Nunes,Viana do Castelo, 05 06 16 17 
Agostinho Marques,Porto, 02 07 15 16 
Helena Pereira,Leiria, 04 06 09 12 
Soraia Pinho,Lisboa, 10 12 13 15 
Filipe Jesus,Santarem, 03 05 07 19 
David Pinho,Faro, 13 14 16 19 
Sonia Oliveira,Guarda, 06 16 18 19 
Eduardo Rodrigues,Beja, 05 06 14 20 
Zacarias Lopes,Portalegre, 08 12 19 20 
Jose Trindade,Viana do Castelo, 04 10 11 17 
Alexandre Andrade,Santarem, 01 07 12 14 
Susana Lopes,Portalegre, 08 09 15 20 
Alexandre Chaves,Viana do Castelo, 04 13 17 18 
Rogerio Costa,Leiria, 04 09 15 19 
David Costa,Viseu, 04 06 07 18 
Eduarda Silva,Aveiro, 07 11 12 19 
Agostinho Barbosa,Viseu, 02 03 10 14 
Soraia Costa,Faro, 12 15 16 19 
Joao Santos,Porto, 03 07 08 17 
Luis Pinto,Evora, 05 07 11 18 
Filipe Andrade,Viana do Castelo, 02 05 12 17 
Daniel Seabra,Braga, 01 10 14 19 
Filipa Bastos,Setubal, 04 07 08 11 
Pedro Batista,Guarda, 01 04 08 12 
Filipa Pereira,Viseu, 06 08 17 20 
Joana Santos,Evora, 12 14 16 18 
Pedro Oliveira,Coimbra, 02 03 15 17 
Julio Bastos,Braga, 03 06 12 18 
Julio Teixeira,Santarem, 08 10 14 15 
Jose Marques,Porto, 06 12 15 20 
Julio Costa,Leiria, 03 14 18 20 
Julio Andrade,Beja, 08 13 17 18 
Daniela Aguiar,Braganca, 04 08 10 13 
David Pinho,Faro, 01 03 15 17 
Sonia Nunes,Leiria, 02 13 18 20 
David Seabra,Leiria, 05 09 11 19 
Pedro Santos,Beja, 10 11 15 19 
Agostinho Pinho,Porto, 01 14 15 16 
Luis Nunes,Braganca, 01 12 15 20 
David Bastos,Evora, 04 10 14 19 
Rogerio Santos,Braga, 05 06 14 17 
Diogo Costa,Leiria, 04 09 16 20 
Rogerio Marques,Lisboa, 01 03 05 12 
Luis Vilela,Vila Real, 07 12 15 17 
Paulo Pereira,Faro, 13 14 16 18 
Fernando Marinho,Braganca, 03 06 15 18 
Paula Trindade,Leiria, 03 06 18 20 
Ana Seabra,Evora, 02 12 16 17 
Beatriz Bastos,Viseu, 06 07 15 16 
Carlos Nunes,Guarda, 06 07 15 20 
Xavier Pinto,Setubal, 01 02 04 20 
Pedro Pinto,Porto, 01 07 09 19 
Helena Lopes,Aveiro, 10 13 14 16 
Carla Santos,Porto, 01 05 13 19 
Paulo Vilela,Evora, 01 11 15 18 
Agostinho Costa,Braganca, 09 14 16 17 
Luisa Gomes,Vila Real, 07 08 09 17 
Bernardo Pereira,Aveiro, 01 10 12 15 
Filipa Salgado,Beja, 03 14 18 20 
Carlos Oliveira,Viana do Castelo, 10 17 18 20 
Daniel Gomes,Coimbra, 07 08 15 19 
Diogo Morais,Viana do Castelo, 08 13 19 20 
Joana Melo,Guarda, 05 08 11 19 
Jose Pascoal,Aveiro, 02 05 15 16 
Zacarias Teixeira,Aveiro, 02 11 12 18 
Paula Andrade,Castelo Branco, 05 11 14 19 
Antonio Oliveira,Setubal, 03 04 05 18 
Inacio Trindade,Braganca, 01 04 12 20 
Beatriz Rodrigues,Aveiro, 03 04 06 07 
David Salgado,Santarem, 01 08 12 20 
David Marques,Guarda, 03 09 14 17 
Eduarda Bastos,Castelo Branco, 07 11 13 14 
Rogerio Marinho,Porto, 01 11 14 18 
Alexandre Pascoal,Braganca, 02 13 15 19 
Julio Pereira,Vila Real, 10 13 14 20 
Rogerio Nunes,Lisboa, 03 10 12 14 
Sonia Barbosa,Viseu, 02 06 08 13 
Daniel Nunes,Porto, 10 13 15 18 
Carla Trindade,Leiria, 01 15 17 19 
Xavier Aguiar,Santarem, 05 06 09 15 
Carla Nunes,Leiria, 02 03 12 17 
Xavier Andrade,Faro, 01 02 09 14 
Alexandra Gomes,Guarda, 05 11 15 20 
Daniel Oliveira,Faro, 01 03 14 15 
Maria Pinho,Viana do Castelo, 04 05 13 14 
Daniela Bastos,Leiria, 02 06 18 20 
Fernanda Oliveira,Faro, 03 08 12 15 
Sonia Nunes,Setubal, 01 05 12 20 
Inacio Andrade,Leiria, 04 07 10 19 
Joao Rodrigues,Castelo Branco, 08 10 12 20 
Maria Costa,Portalegre, 01 12 14 17 
Luisa Santos,Faro, 06 07 11 14 
Filipe Costa,Lisboa, 08 14 16 18 
Diogo Salgado,Guarda, 08 13 18 20 
Sonia Melo,Aveiro, 04 06 09 20 
Filipe Marinho,Beja, 03 04 17 20 
Paula Bastos,Lisboa, 01 05 13 14 
Fernanda Trindade,Evora, 01 06 13 18 
Bernardo Abreu,Portalegre, 03 05 06 15 
Jose Gomes,Setubal, 01 15 16 19 
Joao Chaves,Braganca, 03 08 09 12 
Daniel Marinho,Castelo Branco, 04 06 08 11 
Agostinho Silva,Leiria, 01 07 10 15 
Alexandra Barbosa,Castelo Branco, 06 12 15 18 
Soraia Silva,Santarem, 11 12 16 17 
Luisa Aguiar,Beja, 08 12 17 18 
Alexandra Aguiar,Viseu, 01 02 16 19 
Inacio Lopes,Braganca, 10 12 13 15 
Antonio Abreu,Evora, 01 02 16 20 
Diogo Costa,Santarem, 02 07 12 20 
Rogerio Jesus,Castelo Branco, 02 12 15 16 
Fernando Chaves,Coimbra, 02 03 18 20 
Alexandre Vilela,Beja, 03 14 15 18 
Luisa Barbosa,Santarem, 02 03 11 16 
Filipe Barbosa,Beja, 13 15 18 19 
Carlos Marques,Aveiro, 03 10 12 16 
Daniela Nunes,Braganca, 08 11 16 17 
Zacarias Aguiar,Evora, 03 07 12 14 
Beatriz Salgado,Vila Real, 01 05 09 15 
Daniel Oliveira,Braga, 02 06 17 20 
Xavier Santos,Leiria, 09 12 19 20 
Joana Abreu,Faro, 02 07 08 11 
Zacarias Teixeira,Evora, 01 02 13 18 
Paulo Lopes,Guarda, 03 05 10 12 
Helena Oliveira,Beja, 04 08 09 10 
Carla Abreu,Vila Real, 03 06 10 11 
Eduardo Silva,Braganca, 01 11 18 19 
Filipa Batista,Aveiro, 04 06 08 19 
Joana Oliveira,Aveiro, 01 07 12 20 
Joao Abreu,Guarda, 09 12 15 19 
Maria Chaves,Viseu, 02 03 13 20 
Paula Marques,Coimbra, 01 05 09 13 
Xavier Pinto,Evora, 07 10 14 15 
Luis Marques,Viseu, 01 05 08 16 
Eduarda Teixeira,Vila Real, 03 06 09 17 
Paulo Costa,Viseu, 01 03 08 13 
Soraia Marinho,Coimbra, 10 11 16 18 
David Trindade,Leiria, 06 09 12 19 
Zacarias Salgado,Guarda, 01 08 12 14 
Julio Melo,Viana do Castelo, 02 03 17 19 
Bernardo Andrade,Viana do Castelo, 01 07 09 14 
Joao Gomes,Viana do Castelo, 09 14 15 16 
Ana Teixeira,Braga, 04 12 17 19 
Zacarias Trindade,Coimbra, 09 13 14 16 
Maria Abreu,Viana do Castelo, 08 11 13 15 
Daniel Teixeira,Braga, 07 08 10 19 
Eduardo Pinto,Portalegre, 02 08 10 11 
Joao Morais,Lisboa, 02 06 13 18 
Pedro Bastos,Guarda, 03 06 10 12 
Jose Nunes,Viana do Castelo, 03 06 09 13 
Fernanda Aguiar,Leiria, 02 06 08 20 
Agostinho Andrade,Beja, 01 09 14 15 
Fernando Aguiar,Faro, 02 05 07 14 
Luisa Rodrigues,Guarda, 02 11 15 17 
Daniela Aguiar,Viseu, 02 07 18 20 
Eduardo Silva,Porto, 02 05 06 17 
Antonio Aguiar,Leiria, 01 04 09 19 
Paulo Barbosa,Faro, 05 09 13 20 
Paula Andrade,Setubal, 06 15 16 20 
Sonia Marques,Aveiro, 01 06 14 18 
Luisa Marques,Santarem, 04 10 18 19 
Joao Rodrigues,Castelo Branco, 03 07 09 16 
Daniel Barbosa,Coimbra, 11 13 16 19 
Diogo Morais,Porto, 04 06 08 11 
Daniel Pascoal,Coimbra, 01 10 14 17 
Eduarda Oliveira,Viseu, 06 08 14 17 
Beatriz Teixeira,Leiria, 01 04 15 17 
Pedro Barbosa,Lisboa, 04 12 17 19 
Diogo Salgado,Beja, 04 08 12 19 
Ana Melo,Beja, 03 13 16 19 
Pedro Aguiar,Porto, 01 03 04 11 
Zacarias Lopes,Braga, 04 05 07 15 
Fernanda Andrade,Portalegre, 04 08 14 18 
Luisa Trindade,Castelo Branco, 01 02 03 17 
Xavier Gomes,Beja, 03 09 12 20 
Eduardo Pascoal,Leiria, 07 08 13 19 
Bernardo Teixeira,Aveiro, 01 03 06 16 
Agostinho Teixeira,Braga, 02 03 05 13 
Agostinho Pinto,Beja, 02 04 09 20 
Zacarias Pinho,Santarem, 04 10 12 17 
Jose Melo,Santarem, 01 09 11 13 
Helena Abreu,Santarem, 04 10 13 16 
Zacarias Seabra,Viana do Castelo, 05 12 15 20 
Helena Pinto,Braga, 01 02 03 07 
Sonia Oliveira,Aveiro, 02 10 14 15 
Jose Aguiar,Portalegre, 01 07 17 19 
Diogo Jesus,Vila Real, 03 05 10 20 
Soraia Chaves,Beja, 05 13 14 17 
Rogerio Rodrigues,Evora, 07 15 17 20 
Alexandre Oliveira,Leiria, 02 07 08 09 
Antonio Lopes,Beja, 01 02 04 20 
Daniel Seabra,Setubal, 06 13 14 16 
Luisa Salgado,Viseu, 01 06 08 09 
Paulo Bastos,Braga, 04 07 08 19 
Julio Santos,Aveiro, 01 09 15 19 
Jose Pascoal,Castelo Branco, 01 04 09 14 
Luis Andrade,Castelo Branco, 10 11 13 15 
Carlos Gomes,Coimbra, 02 10 11 15 
Luis Chaves,Castelo Branco, 01 03 07 11 
Joao Bastos,Braga, 07 09 12 14 
Daniel Bastos,Braganca, 02 04 07 15 
Daniela Jesus,Vila Real, 01 08 14 17 
Carla Jesus,Evora, 02 07 10 20 
Filipe Costa,Viseu, 05 07 11 18 
Fernando Bastos,Vila Real, 06 10 13 16 
Filipa Abreu,Faro, 06 13 14 16 
Joao Marques,Vila Real, 11 13 18 19 
Bernardo Gomes,Setubal, 09 11 12 17 
Eduarda Pinto,Setubal, 05 06 09 15 
Fernanda Silva,Viseu, 03 05 18 19 
Joana Batista,Santarem, 01 03 04 10 
Pedro Pinho,Viana do Castelo, 01 13 15 17 
Alexandre Pereira,Faro, 01 10 14 16 
Alexandra Pereira,Coimbra, 05 07 08 13 
Diogo Trindade,Faro, 16 17 18 20 
Carlos Marinho,Santarem, 01 09 14 19 
Carla Pinto,Santarem, 09 10 17 19 
Agostinho Santos,Viseu, 02 11 17 18 
Diogo Marques,Braga, 01 02 17 18 
Zacarias Aguiar,Porto, 03 10 13 17 
Alexandra Morais,Viseu, 07 10 14 16 
Fernando Abreu,Coimbra, 05 10 13 15 
Agostinho Oliveira,Braganca, 02 03 07 19 
Sonia Silva,Faro, 01 07 15 20 
Filipe Santos,Vila Real, 07 11 14 18 
Maria Oliveira,Evora, 02 07 14 15 
Bernardo Santos,Evora, 01 06 16 18 
Sonia Costa,Santarem, 06 07 10 15 
Sonia Vilela,Porto, 02 05 10 20 
Maria Trindade,Aveiro, 09 11 13 17 
Paulo Pascoal,Braga, 04 06 09 13 
Eduardo Lopes,Setubal, 01 03 10 19 
Daniel Pinto,Aveiro, 01 03 16 19 
Jose Aguiar,Vila Real, 03 06 08 20 
Joana Oliveira,Aveiro, 06 09 16 17 
Alexandre Melo,Evora, 07 10 14 17 
Fernanda Oliveira,Beja, 02 03 06 16 
Luis Salgado,Vila Real, 04 15 18 20 
Sonia Vilela,Beja, 05 06 13 19 
Daniela Oliveira,Portalegre, 02 04 16 18 
Daniela Pascoal,Beja, 07 11 15 16 
Joao Bastos,Braganca, 01 03 16 17 
Sonia Aguiar,Beja, 06 11 12 14 
Eduarda Abreu,Portalegre, 08 12 16 18 
Alexandra Batista,Beja, 09 12 15 20 
Ana Aguiar,Portalegre, 01 10 13 18 
Alexandre Oliveira,Santarem, 09 14 17 18 
Daniela Silva,Braga, 02 04 18 20 
Julio Jesus,Aveiro, 06 08 10 18 
Beatriz Salgado,Leiria, 01 07 12 16 
Ana Aguiar,Viana do Castelo, 02 13 14 18 
Fernanda Costa,Viana do Castelo, 06 10 12 15 
Joana Jesus,Aveiro, 09 10 16 17 
Agostinho Morais,Setubal, 10 15 17 18 
Luis Batista,Vila Real, 03 10 11 17 
Maria Marinho,Braga, 08 10 11 12 
Agostinho Aguiar,Aveiro, 02 06 12 17 
Paula Pereira,Lisboa, 07 13 15 20 
Fernanda Melo,Castelo Branco, 01 05 13 16 
Daniel Nunes,Vila Real, 03 04 07 20 
Pedro Oliveira,Coimbra, 04 06 11 19 
Diogo Abreu,Coimbra, 02 05 14 19 
Xavier Chaves,Porto, 02 13 18 20 
Beatriz Salgado,Vila Real, 03 05 07 17 
Jose Costa,Braga, 01 06 13 18 
Inacio Nunes,Viseu, 05 10 13 17 
Fernando Rodrigues,Portalegre, 03 06 10 17 
Maria Gomes,Faro, 02 05 08 14 
Inacio Marinho,Porto, 06 08 15 17 
Inacio Andrade,Porto, 07 15 16 18 
Luisa Chaves,Beja, 11 15 16 20 
Fernando Pascoal,Evora, 01 03 05 18 
Ana Aguiar,Portalegre, 06 12 15 18 
Julio Batista,Portalegre, 03 06 12 20 
Luis Salgado,Leiria, 02 05 07 12 
Filipe Pinto,Beja, 02 06 08 18 
Paula Melo,Evora, 04 09 14 20 
Zacarias Lopes,Viseu, 02 04 12 16 
Xavier Marinho,Viana do Castelo, 02 09 11 17 
Beatriz Vilela,Coimbra, 03 07 13 16 
Diogo Salgado,Portalegre, 03 11 12 18 
Paula Seabra,Viana do Castelo, 05 09 12 15 
David Seabra,Viseu, 01 03 12 17 
Maria Oliveira,Castelo Branco, 01 02 15 20 
Beatriz Melo,Guarda, 11 12 13 14 
Julio Santos,Vila Real, 04 06 10 18 
Filipe Nunes,Leiria, 01 05 13 18 
Antonio Trindade,Guarda, 07 10 17 18 
Fernanda Aguiar,Braga, 02 12 14 20 
Diogo Chaves,Setubal, 14 17 18 19 
Fernando Lopes,Aveiro, 02 09 12 20 
Rogerio Seabra,Coimbra, 02 03 11 12 
Inacio Batista,Castelo Branco, 01 04 09 20 
David Salgado,Portalegre, 06 11 14 17 
Sonia Jesus,Vila Real, 05 14 16 20 
Luis Aguiar,Viana do Castelo, 01 02 12 13 
Fernando Jesus,Castelo Branco, 01 03 09 12 
Daniel Barbosa,Viana do Castelo, 02 08 15 19 
Xavier Batista,Porto, 05 16 18 19 
Luis Batista,Evora, 05 06 07 12 
Joana Pinho,Castelo Branco, 04 09 13 18 
Jose Seabra,Portalegre, 04 11 15 16 
Julio Lopes,Portalegre, 11 12 17 19 
Daniela Santos,Castelo Branco, 09 12 15 20 
Pedro Lopes,Castelo Branco, 01 07 13 18 
Diogo Abreu,Vila Real, 02 07 09 12 
Maria Salgado,Castelo Branco, 03 07 13 16 
Daniel Trindade,Aveiro, 02 10 15 19 
Fernando Salgado,Setubal, 03 06 12 16 
Joana Melo,Faro, 01 08 09 20 
Luis Vilela,Leiria, 02 04 09 17 
Susana Morais,Porto, 02 09 19 20 
Soraia Silva,Guarda, 07 12 13 18 
Joana Aguiar,Leiria, 02 03 04 05 
Rogerio Batista,Braga, 02 11 15 16 
Daniela Silva,Porto, 07 14 18 19 
Susana Pinho,Evora, 07 12 13 16 
Rogerio Pinto,Leiria, 12 14 18 19 
Luisa Morais,Viseu, 11 12 13 15 
Luis Pereira,Porto, 10 12 18 20 
Alexandra Silva,Aveiro, 01 05 13 19 
Zacarias Silva,Coimbra, 07 08 11 18 
Agostinho Melo,Braganca, 04 07 16 20 
Luisa Nunes,Coimbra, 10 14 16 17 
Beatriz Aguiar,Aveiro, 09 10 11 20 
Eduarda Trindade,Viana do Castelo, 01 08 12 18 
Ana Teixeira,Viana do Castelo, 01 06 10 18 
Carlos Seabra,Leiria, 04 06 17 20 
David Bastos,Braga, 08 12 16 20 
Julio Pinho,Viseu, 01 05 17 20 
Eduarda Pascoal,Viana do Castelo, 01 10 15 16 
Xavier Aguiar,Porto, 02 07 10 19 
Luisa Batista,Santarem, 04 07 08 20 
Filipe Chaves,Beja, 01 05 09 10 
Maria Aguiar,Viseu, 02 12 15 18 
Eduarda Pinho,Faro, 02 05 10 12 
Beatriz Melo,Porto, 02 09 13 19 
Maria Aguiar,Aveiro, 02 05 15 20 
Rogerio Chaves,Viseu, 08 10 15 18 
Inacio Marques,Porto, 01 03 05 12 
Eduarda Melo,Viana do Castelo, 06 12 14 18 
Beatriz Seabra,Braganca, 03 05 09 18 
Inacio Chaves,Guarda, 02 13 19 20 
Inacio Aguiar,Viana do Castelo, 13 17 19 20 
Zacarias Rodrigues,Viana do Castelo, 01 07 10 16 
Pedro Aguiar,Faro, 01 02 08 13 
Zacarias Batista,Braganca, 02 06 11 16 
Bernardo Rodrigues,Leiria, 05 10 11 18 
Inacio Seabra,Guarda, 07 13 15 17 
Beatriz Aguiar,Braga, 05 13 18 19 
Luisa Pascoal,Porto, 04 06 09 15 
Zacarias Abreu,Aveiro, 07 09 18 19 
Pedro Lopes,Leiria, 01 02 03 06 
Maria Barbosa,Porto, 05 08 11 13 
Fernando Seabra,Viana do Castelo, 03 04 05 08 
Helena Vilela,Beja, 03 07 13 16 
Bernardo Pinto,Beja, 01 03 07 14 
Helena Aguiar,Guarda, 08 09 10 19 
Julio Salgado,Beja, 01 11 12 14 
Filipa Marques,Evora, 04 09 11 13 
Jose Jesus,Lisboa, 02 14 15 19 
Agostinho Aguiar,Evora, 04 07 15 17 
Bernardo Trindade,Beja, 04 12 13 16 
Julio Silva,Viana do Castelo, 03 04 10 20 
Alexandra Bastos,Vila Real, 09 14 19 20 
Diogo Seabra,Coimbra, 03 06 08 19 
Pedro Chaves,Guarda, 09 10 13 15 
Fernanda Oliveira,Portalegre, 04 05 06 10 
Inacio Gomes,Braganca, 03 09 14 17 
Luisa Bastos,Faro, 03 06 10 14 
Daniel Pinho,Aveiro, 09 13 14 17 
Soraia Lopes,Braganca, 07 08 10 16 
Helena Jesus,Aveiro, 06 10 11 19 
Maria Aguiar,Castelo Branco, 06 14 19 20 
Filipa Rodrigues,Beja, 05 08 15 17 
Filipe Santos,Coimbra, 08 11 15 18 
Luisa Salgado,Coimbra, 06 07 08 13 
Rogerio Seabra,Beja, 04 07 10 12 
Rogerio Pascoal,Aveiro, 08 12 13 19 
Maria Nunes,Braga, 12 13 14 15 
Daniela Rodrigues,Setubal, 04 05 07 16 
Ana Aguiar,Guarda, 05 07 18 19 
Fernando Costa,Braganca, 02 04 07 19 
Julio Nunes,Santarem, 01 02 12 13 
Daniela Marques,Porto, 01 13 16 18 
Soraia Seabra,Lisboa, 01 02 06 11 
Luis Batista,Vila Real, 05 06 10 18 
Julio Aguiar,Castelo Branco, 03 04 14 19 
Xavier Barbosa,Viseu, 01 06 17 19 
Alexandre Vilela,Porto, 02 14 16 17 
Luisa Vilela,Guarda, 08 10 15 20 
Jose Nunes,Viseu, 02 05 12 14 
Alexandra Aguiar,Braga, 04 07 08 09 
Carla Trindade,Portalegre, 05 08 15 20 
Alexandra Aguiar,Santarem, 13 14 18 19 
Joana Teixeira,Viana do Castelo, 03 07 11 17 
Julio Lopes,Leiria, 09 11 13 19 
Joao Pascoal,Leiria, 07 11 13 18 
Fernanda Bastos,Santarem, 08 09 10 17 
Susana Nunes,Aveiro, 06 07 09 13 
Luisa Andrade,Santarem, 01 08 14 18 
Paulo Lopes,Guarda, 02 03 10 16 
Eduarda Gomes,Setubal, 05 17 19 20 
Luis Barbosa,Santarem, 03 04 11 17 
Julio Jesus,Guarda, 01 04 08 12 
Ana Jesus,Portalegre, 02 06 14 19 
Susana Oliveira,Braganca, 01 08 16 19 
Fernando Batista,Aveiro, 02 13 17 19 
Inacio Aguiar,Beja, 02 05 07 19 
Fernanda Pinto,Porto, 11 13 14 17 
David Salgado,Braganca, 02 08 12 20 
Luis Barbosa,Beja, 09 11 12 19 
Helena Teixeira,Lisboa, 12 14 16 20 
Fernanda Pinto,Lisboa, 03 04 09 11 
Susana Seabra,Faro, 07 08 10 18 
Bernardo Aguiar,Beja, 01 02 04 12 
Carla Aguiar,Faro, 03 08 12 17 
Daniela Lopes,Setubal, 04 10 11 12 
Antonio Andrade,Braga, 11 12 15 17 
David Marinho,Setubal, 11 17 19 20 
Joao Chaves,Viana do Castelo, 05 06 10 16 
Daniela Lopes,Braganca, 02 09 15 20 
Susana Chaves,Aveiro, 06 07 14 18 
Filipa Trindade,Castelo Branco, 12 18 19 20 
Joana Silva,Coimbra, 01 02 08 20 
Soraia Bastos,Viseu, 06 14 18 19 
Filipe Nunes,Leiria, 05 10 17 18 
Pedro Morais,Braga, 04 15 17 19 
Susana Nunes,Coimbra, 03 04 07 20 
Ana Marinho,Evora, 01 03 15 16 
Rogerio Silva,Beja, 07 14 17 19 
Diogo Seabra,Castelo Branco, 02 07 12 19 
Filipa Santos,Setubal, 04 11 14 20 
Alexandre Marques,Portalegre, 01 03 08 17 
Joana Lopes,Faro, 02 03 07 12 
Filipe Melo,Beja, 01 11 12 19 
Daniela Andrade,Faro, 02 10 14 19 
Alexandra Oliveira,Guarda, 11 15 17 20 
Alexandra Seabra,Lisboa, 04 14 18 20 
Sonia Pascoal,Braganca, 03 04 08 17 
Alexandre Marinho,Aveiro, 05 09 11 13 
Eduarda Morais,Braga, 05 12 13 20 
Soraia Gomes,Coimbra, 02 06 16 19 
Luis Lopes,Viseu, 14 15 16 20 
Eduardo Aguiar,Aveiro, 05 07 12 19 
Joao Andrade,Aveiro, 10 13 14 15 
Xavier Batista,Leiria, 04 15 18 20 
Joana Batista,Castelo Branco, 08 13 16 17 
Soraia Marinho,Vila Real, 01 02 06 13 
Luisa Andrade,Portalegre, 03 04 05 19 
Eduardo Abreu,Viseu, 02 09 12 17 
Zacarias Morais,Portalegre, 11 12 16 17 
Pedro Morais,Coimbra, 04 06 10 16 
Paulo Morais,Castelo Branco, 06 14 15 17 
Daniela Aguiar,Porto, 05 08 09 17 
Maria Pinho,Aveiro, 11 13 15 18 
Jose Rodrigues,Setubal, 02 07 10 17 
Paula Costa,Porto, 09 14 15 16 
Eduardo Trindade,Santarem, 01 02 06 08 
Alexandra Batista,Guarda, 02 08 11 16 
Carlos Marinho,Lisboa, 06 13 15 16 
Eduarda Aguiar,Viseu, 13 16 18 19 
Pedro Melo,Leiria, 03 09 14 15 
Xavier Vilela,Viseu, 02 13 15 19 
Susana Melo,Evora, 01 10 12 14 
Julio Lopes,Porto, 07 09 17 19 
Paula Marinho,Vila Real, 06 07 08 12 
Alexandra Trindade,Viana do Castelo, 01 09 10 14 
Soraia Pinho,Viseu, 06 12 14 15 
Daniel Silva,Vila Real, 06 09 12 17 
Alexandra Aguiar,Setubal, 06 11 13 18 
Soraia Oliveira,Viana do Castelo, 07 08 11 17 
Helena Morais,Viseu, 01 02 04 09 
Daniela Nunes,Evora, 05 06 07 10 
Jose Oliveira,Castelo Branco, 05 11 12 16 
Carla Bastos,Santarem, 01 08 16 19 
Paulo Pascoal,Faro, 04 10 15 17 
Luisa Pascoal,Portalegre, 03 09 18 20 
Filipe Trindade,Portalegre, 10 12 13 19 
Daniela Morais,Guarda, 01 02 07 10 
Bernardo Santos,Viana do Castelo, 08 11 15 19 
Julio Aguiar,Braga, 02 07 15 17 
Eduardo Aguiar,Faro, 01 08 11 16 
Inacio Barbosa,Braga, 02 03 06 08 
Paulo Melo,Braga, 07 10 13 17 
David Trindade,Braganca, 03 08 10 19 
Eduarda Vilela,Portalegre, 06 13 15 20 
David Vilela,Leiria, 01 14 18 20 
Agostinho Trindade,Setubal, 01 11 13 19 
Diogo Pascoal,Braga, 04 16 19 20 
Eduardo Barbosa,Setubal, 01 03 11 14 
Daniel Lopes,Guarda, 06 09 12 16 
Joana Silva,Beja, 01 07 08 12 
Diogo Gomes,Castelo Branco, 06 09 11 13 
Alexandre Abreu,Aveiro, 02 08 11 12 
Ana Trindade,Porto, 08 16 17 18 
Zacarias Nunes,Braganca, 08 10 16 19 
Julio Santos,Leiria, 02 09 12 16 
Fernando Silva,Santarem, 02 07 09 12 
Soraia Seabra,Lisboa, 04 12 16 20 
Maria Seabra,Portalegre, 04 06 12 14 
Paulo Santos,Castelo Branco, 04 15 17 19 
Filipe Trindade,Aveiro, 07 12 15 20 
Antonio Vilela,Santarem, 01 17 19 20 
Inacio Pinho,Portalegre, 06 11 16 20 
Paula Vilela,Setubal, 04 15 18 20 
Jose Abreu,Viseu, 03 05 12 18 
Pedro Trindade,Santarem, 02 05 15 17 
Inacio Pinto,Coimbra, 01 05 12 16 
Jose Gomes,Beja, 03 04 11 15 
Julio Santos,Braga, 02 07 08 13 
Daniel Melo,Vila Real, 06 16 17 19 
Rogerio Salgado,Braga, 02 03 08 11 
Agostinho Batista,Viana do Castelo, 03 06 08 14 
Alexandre Oliveira,Lisboa, 05 06 08 16 
Fernando Morais,Faro, 03 08 15 16 
Susana Aguiar,Santarem, 07 08 13 20 
David Santos,Santarem, 01 06 14 15 
Filipa Morais,Leiria, 02 09 10 12 
Paula Aguiar,Beja, 01 06 15 18 
Fernanda Aguiar,Guarda, 01 11 14 17 
Paulo Melo,Castelo Branco, 02 06 14 15 
Bernardo Lopes,Porto, 08 09 13 20 
Maria Oliveira,Viana do Castelo, 01 02 05 12 
