Filipa Abreu,X,2,1,1,1,2,1,X,2
Bernardo Seabra,X,1,1,1,1,1,2,2,1
Beatriz Trindade,1,X,X,X,X,1,2,2,2
Joana Aguiar,2,2,2,1,1,2,2,X,X
Ana Trindade,1,1,1,1,2,1,2,X,1
Eduardo Salgado,X,2,X,1,X,X,1,1,X
Daniel Salgado,X,1,X,X,X,X,2,1,1
Daniela Trindade,1,1,X,1,X,X,2,2,X
Daniel Gomes,2,1,2,X,X,X,2,1,1
Helena Aguiar,2,X,1,2,2,X,X,2,X
Luisa Salgado,X,1,1,1,1,X,X,X,X
Luisa Bastos,2,1,2,2,2,2,X,X,X
Luisa Pereira,2,1,1,X,1,2,2,1,X
Daniela Andrade,2,X,2,2,X,1,1,1,1
Luisa Bastos,1,X,2,2,2,1,1,1,X
Beatriz Teixera,1,X,X,2,X,X,X,X,1
Helena Batista,2,1,2,1,1,X,X,1,X
Daniela Pereira,2,1,2,X,X,2,1,X,2
Helena Lopes,1,1,1,X,1,1,X,1,X
Filipa Gomes,X,2,1,1,1,1,1,1,1
Eduarda Salgado,2,1,X,X,2,2,2,1,1
Carlos Andrade,1,X,2,2,X,2,X,2,1
Ana Morais,X,X,X,2,X,1,2,2,X
Joao Trindade,1,X,1,X,2,2,2,X,1
Filipe Teixera,2,X,1,1,X,2,X,2,2
Luis Santos,2,1,1,1,X,X,X,2,X
Daniel Andrade,1,2,2,2,1,2,X,2,2
Daniel Pinto,1,2,X,2,X,1,2,X,2
Helena Teixera,X,2,1,2,1,1,1,2,1
Filipe Pereira,2,X,X,X,2,2,X,1,2
Bernardo Trindade,1,X,1,1,1,2,X,1,1
Filipa Lopes,X,1,X,1,1,X,2,1,X
Filipe Nunes,1,2,2,1,1,X,1,X,2
Beatriz Santos,1,X,X,2,1,1,1,2,2
Beatriz Salgado,2,1,1,X,1,X,X,2,1
Ana Pereira,2,1,1,X,2,1,2,X,1
Joana Pinto,1,2,1,1,2,2,1,X,2
Filipa Batista,1,1,1,X,1,X,X,2,1
Eduarda Bastos,1,1,1,X,2,1,1,2,1
Eduarda Pereira,X,2,X,1,2,X,1,X,1
Luis Andrade,2,1,1,2,X,X,1,1,2
Luisa Bastos,2,1,2,2,X,1,2,X,1
Daniel Seabra,X,X,1,1,X,2,2,2,X
Bernardo Trindade,1,X,X,1,1,1,X,X,1
Eduarda Batista,1,2,X,2,1,X,X,X,2
Helena Pinto,X,X,2,1,X,X,X,X,2
Antonio Seabra,2,2,1,1,2,1,X,2,1
Bernardo Lopes,X,X,1,X,1,X,X,X,2
Eduarda Salgado,1,2,X,2,X,2,1,X,1
Carlos Andrade,1,X,2,2,X,2,1,2,X
Luis Batista,2,X,2,1,2,X,2,1,2
Eduardo Trindade,1,1,2,1,1,1,1,2,1
Ana Aguiar,X,2,2,X,X,X,X,1,2
Carla Abreu,2,2,2,1,2,1,X,2,2
Joao Andrade,2,2,2,2,X,X,2,2,X
Ana Santos,X,X,X,2,2,X,2,X,2
Filipa Teixera,1,1,1,1,X,2,X,2,1
Daniela Santos,2,X,1,X,X,X,2,X,X
Ana Teixera,2,X,2,1,1,X,X,1,1
Daniela Pereira,2,X,2,X,1,1,1,2,2
Beatriz Gomes,X,X,2,X,X,1,2,1,X
Beatriz Morais,X,2,1,1,2,1,1,X,1
Helena Santos,X,2,2,2,X,1,X,X,1
Daniel Teixera,1,2,X,X,X,X,1,X,2
Carla Lopes,X,2,2,2,X,X,2,X,X
Eduarda Bastos,1,1,1,1,1,2,X,X,1
Eduardo Morais,X,2,1,X,X,2,1,1,1
Beatriz Lopes,2,1,1,X,X,2,X,2,1
Luisa Nunes,X,1,1,1,1,2,X,X,X
Bernardo Lopes,2,2,2,1,2,2,2,2,1
Beatriz Rodrigues,X,1,2,2,1,1,1,1,2
Eduardo Pinto,2,X,X,1,2,X,1,X,2
Filipe Teixera,1,1,1,2,1,1,1,X,1
Joao Pinto,2,X,1,1,X,X,2,1,1
Joao Pinto,X,X,1,2,X,2,1,2,2
Luisa Salgado,X,X,2,2,1,1,X,1,X
Carlos Bastos,1,X,2,1,1,1,1,2,2
Helena Aguiar,1,1,2,1,X,1,1,2,2
Antonio Bastos,1,X,X,2,X,X,1,X,1
Carla Aguiar,2,2,1,1,2,2,1,1,1
Carlos Salgado,2,1,2,X,X,2,X,1,X
Luisa Pinto,X,1,2,1,X,1,2,2,1
Eduarda Salgado,2,1,2,X,2,2,1,2,1
Ana Batista,1,1,1,2,X,1,2,1,2
Beatriz Teixera,X,X,X,X,X,X,2,X,1
Luisa Andrade,2,1,2,X,2,1,X,X,2
Helena Trindade,2,2,1,1,2,2,1,X,1
Antonio Aguiar,2,2,2,X,X,1,1,2,X
Carlos Nunes,X,2,X,2,1,1,2,1,1
Ana Santos,1,2,1,1,X,X,X,1,1
Filipe Teixera,2,1,2,X,2,1,X,1,X
Joana Abreu,2,X,X,X,2,X,1,X,1
Filipe Salgado,2,2,2,2,X,X,1,2,1
Joana Pereira,2,1,1,2,X,X,X,2,2
Antonio Salgado,2,2,1,1,2,1,2,1,X
Luis Trindade,2,1,X,X,2,2,X,2,1
Daniela Nunes,X,1,X,1,X,1,2,X,X
Bernardo Nunes,1,2,X,1,1,2,2,2,2
Carlos Abreu,2,1,1,X,2,X,1,1,2
Luisa Salgado,X,2,1,X,2,1,X,1,2
Filipa Rodrigues,2,2,X,2,1,X,1,1,1
Bernardo Aguiar,2,1,X,1,2,1,2,X,1
Eduardo Pereira,X,2,X,X,X,X,2,X,X
Beatriz Batista,1,2,X,2,2,2,1,2,X
Carlos Rodrigues,1,1,1,1,1,2,2,1,2
Eduarda Trindade,2,2,2,1,X,X,X,X,1
Antonio Teixera,2,2,2,2,X,1,2,X,2
Joana Trindade,2,2,X,1,X,X,2,1,2
Daniel Andrade,X,1,1,1,1,1,1,1,2
Carlos Abreu,2,2,2,2,1,X,1,X,2
Carlos Abreu,2,X,X,1,2,2,2,2,2
Filipe Trindade,2,X,X,2,X,2,1,X,2
Luisa Aguiar,2,1,2,1,2,X,2,1,X
Antonio Teixera,X,X,X,1,X,X,1,2,1
Bernardo Salgado,X,1,X,2,1,X,1,2,1
Filipa Abreu,2,2,X,1,1,X,X,2,2
Carlos Batista,2,X,X,1,2,1,1,2,1
Daniel Salgado,2,1,1,2,1,X,X,X,1
Ana Trindade,X,X,1,X,X,2,X,1,2
Beatriz Abreu,1,2,2,1,X,2,X,X,X
Carla Nunes,X,X,2,1,1,2,X,1,1
Eduardo Rodrigues,2,1,X,X,X,1,X,2,1
Luisa Lopes,X,1,2,1,1,X,2,1,1
Luisa Pereira,2,1,X,X,2,2,2,1,X
Luisa Abreu,X,X,2,2,1,X,1,1,X
Beatriz Seabra,2,X,2,2,X,2,X,2,1
Daniela Pereira,1,X,2,X,2,1,X,2,1
Filipe Teixera,2,1,X,1,1,2,2,2,X
Luisa Pereira,2,1,1,X,2,X,2,X,X
Bernardo Batista,X,X,1,X,2,1,2,1,X
Beatriz Aguiar,2,1,1,1,1,2,2,1,1
Carlos Batista,X,X,1,1,X,1,2,X,1
Bernardo Batista,1,1,X,X,2,2,1,1,X
Eduarda Trindade,1,X,2,1,1,X,X,1,X
Helena Batista,2,2,1,1,1,X,2,1,1
Carlos Batista,1,X,2,1,1,1,1,X,2
Daniela Teixera,X,2,X,1,X,1,1,X,1
Joao Lopes,1,1,X,X,2,1,2,2,2
Antonio Salgado,1,X,1,X,X,X,1,1,2
Carlos Gomes,2,X,2,X,1,1,1,2,X
Daniela Pinto,1,2,X,2,X,2,X,2,2
Bernardo Nunes,2,X,2,2,2,X,X,2,X
Daniela Seabra,X,X,2,1,1,1,1,2,2
Beatriz Nunes,X,X,1,X,1,1,1,X,X
Beatriz Pinto,X,2,X,X,1,X,2,2,X
Daniel Salgado,X,X,2,X,1,1,X,X,1
Filipe Trindade,2,2,1,2,1,1,X,2,2
Filipa Pinto,X,X,1,2,2,X,X,1,X
Daniel Santos,1,X,2,2,1,2,X,2,1
Carla Andrade,1,1,1,2,2,2,2,X,X
Carlos Rodrigues,X,1,2,X,1,1,2,X,1
Antonio Bastos,X,2,1,X,2,1,X,1,X
Luis Aguiar,1,X,1,X,X,2,2,1,X
Luisa Trindade,1,X,2,X,1,2,X,1,1
Filipe Morais,1,1,1,X,2,1,X,1,2
Carla Lopes,1,2,X,1,1,2,2,X,1
Bernardo Lopes,1,2,1,2,X,X,2,2,X
Ana Rodrigues,X,2,2,1,1,X,X,2,1
Eduardo Trindade,X,1,X,1,X,2,2,X,X
Ana Lopes,1,X,1,2,1,2,2,2,1
Filipa Morais,2,2,1,2,2,X,2,1,X
Joana Nunes,X,X,2,X,X,2,2,1,2
Joana Batista,X,2,2,1,2,1,2,1,X
Bernardo Gomes,X,X,X,X,X,X,2,X,2
Daniel Seabra,1,1,2,2,1,X,X,2,2
Joana Salgado,2,1,X,X,1,X,2,2,1
Filipa Teixera,X,X,2,X,X,X,2,X,X
Beatriz Pinto,1,X,2,1,X,1,X,X,2
Ana Teixera,X,2,1,2,2,2,X,1,1
Filipe Pereira,1,X,2,X,2,1,1,X,1
Daniel Pereira,X,1,1,X,X,1,1,2,X
Eduardo Abreu,1,X,1,1,X,2,2,1,2
Joana Abreu,2,X,1,1,X,1,X,1,X
Joao Pinto,X,1,1,X,2,2,1,X,2
Carlos Gomes,X,2,2,2,X,2,2,1,X
Antonio Nunes,2,X,2,2,1,1,1,1,1
Ana Nunes,1,X,X,1,1,X,X,2,2
Eduarda Lopes,2,1,1,1,2,X,1,X,1
Carla Gomes,1,2,X,1,2,1,X,2,2
Luis Nunes,2,2,1,2,X,2,2,X,2
Bernardo Lopes,2,1,2,X,2,1,X,1,X
Bernardo Batista,2,X,X,X,2,2,X,X,2
Carlos Trindade,1,X,X,2,X,1,X,2,2
Joao Pinto,2,2,X,1,1,2,X,2,X
Filipa Pinto,X,1,X,2,1,X,X,2,1
Filipa Gomes,X,2,2,1,1,1,1,2,2
Eduarda Salgado,X,X,1,1,2,1,X,1,2
Filipe Teixera,X,X,1,X,X,X,1,X,X
Carlos Aguiar,1,X,X,2,1,1,1,X,X
Carlos Salgado,1,X,X,X,X,1,1,2,1
Beatriz Abreu,X,1,X,2,1,X,X,1,2
Antonio Andrade,2,1,2,X,X,1,X,2,X
Daniel Andrade,1,1,X,X,1,1,1,2,2
Daniela Rodrigues,X,2,2,2,X,X,1,2,2
Carlos Pinto,X,2,2,1,X,X,2,1,2
Eduarda Nunes,2,2,X,2,1,2,2,1,X
Luis Abreu,1,X,1,1,2,2,1,1,2
Filipa Trindade,2,X,1,1,2,1,1,X,2
Filipa Rodrigues,X,1,2,X,2,X,X,2,2
Beatriz Bastos,X,1,X,2,2,X,1,X,X
Helena Lopes,1,X,X,1,X,X,2,2,X
Beatriz Batista,X,1,2,X,1,1,X,1,1
Filipe Rodrigues,X,2,2,2,X,X,1,X,2
Ana Abreu,X,X,X,X,1,2,X,2,1
Ana Salgado,2,X,2,1,2,1,1,X,1
Luisa Teixera,2,X,2,X,X,1,2,X,X
Filipe Santos,2,2,X,1,X,2,1,2,1
Antonio Teixera,X,X,2,1,1,X,1,2,1
Joana Trindade,2,1,X,X,2,2,X,2,X
Antonio Lopes,2,1,2,2,X,X,X,2,X
Daniel Rodrigues,2,2,1,1,2,2,1,X,X
Eduardo Morais,2,X,X,1,2,1,X,2,1
Luisa Gomes,1,X,1,2,1,2,2,X,X
Luisa Gomes,X,X,X,2,2,X,X,X,1
Beatriz Bastos,X,2,X,X,X,X,2,1,2
Ana Pereira,2,2,X,1,1,2,2,X,2
Eduardo Pinto,2,2,2,2,X,X,1,X,1
Carlos Morais,1,X,1,1,X,X,X,1,1
Joao Pinto,X,1,2,X,1,2,2,2,X
Luisa Morais,1,2,X,X,X,X,2,1,1
Bernardo Lopes,1,X,1,X,X,X,X,X,1
Ana Bastos,X,X,X,X,2,2,X,1,1
Filipe Aguiar,2,2,1,X,1,2,1,2,X
Luisa Santos,1,X,X,X,1,2,2,X,2
Filipa Seabra,1,2,X,X,1,2,X,X,1
Antonio Teixera,X,2,2,2,1,X,1,X,2
Ana Abreu,1,1,1,1,1,X,X,X,X
Daniel Lopes,2,1,1,1,1,2,X,2,2
Luis Santos,2,2,X,1,X,1,X,2,2
Carlos Gomes,1,2,2,X,2,2,1,1,1
Joana Bastos,1,1,2,2,X,1,X,X,X
Eduardo Teixera,2,2,X,2,2,2,2,2,1
Helena Andrade,1,1,1,X,2,2,1,1,2
Daniel Teixera,1,1,2,1,1,2,2,2,1
Carlos Pinto,X,X,X,X,2,2,2,1,X
Joao Seabra,1,2,X,2,1,2,X,2,X
Beatriz Morais,2,X,1,X,1,2,2,1,2
Bernardo Pinto,1,X,1,X,X,2,2,2,2
Helena Abreu,1,2,2,2,X,1,1,2,X
Daniel Abreu,1,2,2,2,1,1,1,1,X
Beatriz Batista,2,2,2,1,1,2,2,1,1
Ana Andrade,1,1,1,2,X,X,1,2,X
Ana Pinto,1,X,2,1,X,X,X,2,2
Beatriz Pereira,2,X,2,2,X,X,2,1,1
Daniel Salgado,2,2,1,2,1,1,1,1,2
Joao Rodrigues,2,X,X,1,1,1,1,1,2
Beatriz Nunes,X,X,2,1,2,X,1,X,X
Antonio Bastos,2,X,2,2,1,1,1,X,1
Filipe Aguiar,1,1,1,1,X,1,1,2,1
Antonio Santos,1,1,1,1,X,1,1,2,X
Filipa Lopes,X,X,1,1,2,X,2,2,1
Luisa Aguiar,2,1,X,X,1,2,X,2,X
Filipe Salgado,2,2,X,2,X,2,X,2,2
Daniel Andrade,2,1,2,1,1,2,2,X,2
Beatriz Santos,X,2,1,1,X,1,X,2,1
Bernardo Aguiar,X,X,1,2,X,1,1,X,X
Helena Pereira,2,X,X,X,1,1,2,X,2
Joana Gomes,2,X,1,X,2,1,1,1,1
Beatriz Rodrigues,1,2,2,2,1,2,1,1,2
Daniel Bastos,1,1,X,1,X,1,1,2,X
Eduarda Seabra,2,X,1,X,X,X,1,2,2
Antonio Andrade,X,X,2,1,2,1,X,1,1
Eduarda Gomes,1,1,X,X,1,X,X,X,2
Carla Morais,1,2,X,1,1,1,2,X,X
Daniel Batista,X,X,1,2,X,1,1,2,1
Joao Rodrigues,1,X,X,X,1,X,2,1,2
Luis Bastos,1,X,2,1,1,2,X,X,X
Antonio Aguiar,1,2,X,1,X,2,X,1,2
Carlos Pereira,2,X,2,1,1,1,2,1,2
Filipa Andrade,X,1,X,2,2,1,X,2,2
Eduarda Bastos,X,X,2,1,2,2,1,1,1
Filipe Lopes,2,X,2,2,2,1,2,2,2
Beatriz Bastos,1,1,2,2,2,1,1,1,2
Eduarda Pereira,X,1,1,2,1,X,X,X,1
Daniel Lopes,X,1,X,1,X,1,1,2,2
Helena Teixera,X,2,X,1,1,2,2,1,X
Daniela Salgado,1,X,2,X,1,X,X,1,1
Filipe Nunes,2,2,X,1,X,2,1,1,1
Carla Pereira,2,X,1,1,1,1,2,1,1
Helena Salgado,2,2,1,1,2,2,X,1,1
Eduardo Salgado,2,1,1,1,2,1,1,1,X
Filipe Teixera,X,X,1,X,X,1,X,1,1
Bernardo Pereira,1,2,X,1,1,1,2,1,X
Carlos Rodrigues,2,1,X,1,2,2,2,X,X
Eduarda Teixera,1,2,X,2,2,X,X,X,X
Eduardo Pereira,1,1,1,X,X,2,X,1,2
Bernardo Bastos,X,1,X,1,X,1,X,2,1
Joao Salgado,2,2,2,1,1,1,1,2,1
Antonio Pinto,2,2,X,1,2,X,1,2,X
Eduardo Rodrigues,2,2,X,1,1,2,X,X,1
Helena Salgado,1,2,X,2,2,2,X,2,2
Joao Lopes,X,2,2,1,X,2,X,1,X
Helena Trindade,2,1,X,X,X,1,1,1,1
Luis Nunes,1,X,2,X,1,2,X,1,2
Daniel Andrade,2,X,1,X,X,2,1,1,1
Daniel Morais,X,2,X,2,X,1,2,X,1
Luisa Andrade,2,X,1,X,X,2,X,X,X
Daniel Gomes,X,1,2,2,1,2,1,1,2
Eduardo Pinto,2,1,2,1,1,2,2,1,X
Ana Pinto,1,1,2,2,1,X,1,1,X
Beatriz Batista,2,2,X,2,X,1,X,X,2
Filipe Nunes,1,1,1,2,2,2,2,2,1
Eduardo Teixera,X,1,2,1,2,2,X,2,2
Daniela Teixera,X,2,2,1,1,X,2,X,2
Eduardo Batista,1,X,X,2,2,X,X,1,X
Filipe Pereira,2,X,X,2,X,2,X,2,2
Joao Aguiar,2,2,2,1,1,1,1,X,X
Eduardo Gomes,2,1,2,1,2,X,X,2,X
Helena Abreu,1,1,2,X,2,X,X,2,X
Antonio Trindade,1,2,2,X,2,X,2,1,X
Filipe Salgado,X,1,1,X,2,1,X,1,2
Daniela Rodrigues,X,X,1,X,1,1,2,X,1
Daniela Bastos,1,1,X,1,2,X,X,1,X
Daniel Pinto,2,2,X,1,1,1,1,1,1
Luisa Santos,1,1,X,1,1,1,1,X,2
Daniel Santos,X,1,X,X,X,1,1,2,X
Eduardo Teixera,1,X,X,X,2,1,2,X,X
Ana Gomes,1,1,1,2,2,X,1,X,1
Bernardo Teixera,2,2,X,2,1,X,2,1,2
Helena Pereira,X,1,X,1,X,X,X,1,X
Eduarda Pereira,X,2,X,X,X,2,1,2,2
Joao Rodrigues,2,2,1,X,2,X,X,1,2
Joao Trindade,2,2,1,X,2,1,X,X,1
Eduardo Bastos,X,X,1,2,1,2,2,X,X
Eduarda Rodrigues,1,2,X,X,2,2,X,1,X
Filipa Andrade,X,1,2,2,2,1,1,1,X
Joao Trindade,X,1,2,2,X,X,2,1,1
Eduardo Teixera,2,1,1,2,1,X,X,2,1
Daniel Nunes,2,2,1,X,2,1,2,2,X
Filipa Teixera,1,2,2,1,2,2,1,X,2
Luisa Nunes,2,1,1,1,2,2,X,X,X
Filipa Bastos,2,1,2,1,X,X,X,2,X
Beatriz Trindade,X,1,X,1,1,2,2,X,2
Bernardo Santos,1,X,2,2,X,X,1,1,2
Helena Teixera,1,X,1,X,1,2,1,2,2
Filipa Abreu,X,2,2,2,X,X,2,2,2
Antonio Lopes,2,X,1,X,2,2,2,X,2
Bernardo Gomes,1,2,1,2,2,2,2,2,2
Joao Pereira,X,1,1,X,1,2,X,2,X
Filipe Salgado,1,2,1,X,2,2,X,X,X
Ana Pereira,2,X,1,X,1,2,X,2,X
Carlos Andrade,2,1,2,X,X,X,1,X,X
Daniel Santos,2,1,2,2,1,X,X,X,1
Joao Seabra,X,1,X,1,1,X,X,2,1
Luisa Trindade,X,X,1,2,1,2,1,1,1
Beatriz Teixera,1,X,2,1,1,X,X,1,2
Luis Pinto,2,2,X,1,1,2,X,X,X
Carla Morais,X,X,X,1,1,1,2,2,X
Luis Morais,1,2,2,2,1,1,2,1,2
Carlos Andrade,X,X,X,2,1,X,X,1,1
Carla Morais,X,X,X,1,X,1,2,1,1
Daniela Batista,1,X,1,1,1,1,2,X,2
Daniel Bastos,1,2,2,2,1,1,1,X,2
Filipe Pinto,X,2,X,2,1,2,X,X,X
Filipe Seabra,2,X,2,1,2,X,X,X,X
Bernardo Lopes,X,2,X,1,X,1,X,X,1
Luisa Aguiar,1,2,X,2,X,2,2,X,2
Luis Pinto,2,2,1,X,X,2,2,1,1
Antonio Andrade,X,1,1,1,X,1,1,1,1
Carlos Trindade,X,2,X,1,1,1,X,X,1
Daniela Teixera,X,2,1,1,1,2,1,X,X
Bernardo Trindade,2,X,X,1,1,2,1,X,2
Luisa Trindade,2,1,X,1,1,1,X,1,X
Bernardo Batista,X,1,X,2,1,X,1,1,X
Carla Pereira,X,1,2,2,1,2,X,2,2
Beatriz Gomes,2,2,1,1,X,2,2,2,X
Carlos Morais,X,2,X,2,2,X,1,1,1
Luis Nunes,2,X,X,2,2,X,1,1,X
Daniela Trindade,1,X,X,X,X,X,2,X,1
Eduarda Andrade,2,2,X,X,X,2,1,X,1
Luisa Aguiar,2,1,2,1,2,X,X,1,X
Eduarda Pinto,X,1,2,2,2,1,X,X,X
Filipa Lopes,1,2,1,X,2,1,2,1,2
Daniela Rodrigues,X,X,1,X,2,1,1,1,2
Ana Santos,X,X,X,1,2,2,2,1,1
Filipe Salgado,1,1,2,2,X,1,1,1,1
Antonio Gomes,1,2,X,X,X,X,X,X,1
Bernardo Santos,X,X,X,2,1,1,X,2,X
Filipe Nunes,1,1,X,2,X,1,1,2,X
Beatriz Salgado,X,2,1,1,X,1,2,2,2
Carlos Gomes,2,X,1,X,2,X,1,1,X
Daniel Santos,2,2,1,2,2,1,X,2,2
Carlos Morais,2,2,1,2,2,X,X,1,X
Daniela Santos,1,1,X,X,1,X,2,1,X
Carla Batista,X,X,1,2,1,X,2,X,2
Filipa Bastos,X,1,1,1,2,1,2,X,1
Eduardo Andrade,1,2,1,X,X,X,1,1,X
Joao Morais,1,2,2,X,1,X,X,2,2
Filipa Gomes,2,X,1,2,X,2,2,2,1
Helena Seabra,1,1,1,1,1,X,1,2,X
Beatriz Salgado,X,X,2,2,1,1,1,2,X
Filipe Rodrigues,2,2,1,X,X,2,X,2,X
Carla Salgado,X,2,2,2,2,2,X,X,X
Antonio Morais,1,X,1,X,2,1,X,1,1
Eduarda Santos,2,2,1,X,2,X,1,1,X
Beatriz Bastos,1,2,2,X,2,X,X,X,1
Helena Nunes,2,1,2,2,X,2,1,X,X
Joao Batista,2,2,2,X,X,2,X,1,X
Ana Salgado,2,2,X,1,X,2,X,2,X
Filipe Salgado,2,X,X,1,1,X,2,1,2
Joana Rodrigues,2,1,X,1,X,1,2,2,2
Bernardo Pereira,2,X,1,X,X,1,X,X,X
Luis Teixera,2,1,1,1,1,2,X,1,2
Bernardo Rodrigues,X,X,X,1,2,2,1,1,X
Carlos Bastos,1,1,1,1,X,1,1,2,X
Eduardo Andrade,X,X,X,2,X,1,2,1,X
Luis Morais,1,X,X,X,X,1,1,X,X
Joao Bastos,X,2,X,1,2,1,X,2,2
Luisa Salgado,1,2,1,2,2,1,2,X,1
Carlos Pereira,X,X,1,2,2,2,X,1,1
Helena Seabra,2,2,2,X,X,1,2,X,X
Carla Trindade,1,2,1,1,X,X,X,2,2
Daniela Rodrigues,2,2,X,2,2,2,X,X,1
Beatriz Teixera,X,1,1,2,X,X,1,1,1
Ana Nunes,2,2,2,2,1,2,X,2,2
Luisa Pinto,X,1,2,1,2,X,2,X,2
Luisa Bastos,X,X,2,X,X,X,X,1,2
Beatriz Abreu,2,X,1,X,1,2,2,2,X
Beatriz Teixera,X,2,1,X,2,1,2,1,1
Bernardo Pinto,X,1,1,2,2,1,1,2,1
Bernardo Aguiar,X,1,2,X,2,1,X,1,2
Eduarda Salgado,X,2,2,1,X,X,X,X,X
Bernardo Teixera,2,1,1,1,2,1,1,1,2
Joao Nunes,1,1,1,1,1,X,1,2,1
Luis Abreu,X,X,X,X,2,1,2,X,X
Filipe Pinto,X,1,2,X,1,2,2,2,2
Eduardo Aguiar,1,1,2,2,X,X,1,2,X
Filipa Rodrigues,2,1,X,1,2,X,1,2,X
Joao Trindade,2,1,X,X,2,1,2,2,X
Eduardo Aguiar,X,X,1,2,1,1,2,X,2
Helena Gomes,2,X,1,1,X,1,1,2,1
Helena Gomes,X,X,X,X,X,X,1,1,2
Daniela Aguiar,1,2,X,2,1,X,2,X,2
Carla Seabra,2,2,2,2,2,X,X,X,X
Daniel Lopes,2,2,2,X,2,1,X,1,1
Carlos Batista,2,2,X,X,1,1,1,1,1
Joao Batista,2,1,2,1,2,1,X,1,2
Antonio Gomes,X,2,X,X,X,1,X,2,X
Daniela Rodrigues,2,2,2,2,2,1,2,2,2
Daniela Gomes,1,1,X,2,X,1,1,1,X
Helena Trindade,2,X,2,X,1,2,X,X,X
Filipa Rodrigues,2,2,2,X,1,X,1,1,2
Filipe Nunes,2,X,1,1,1,2,1,1,1
Luis Seabra,X,X,X,1,2,1,1,1,1
Luis Rodrigues,2,1,X,1,2,X,2,2,1
Carla Batista,2,X,2,X,X,2,X,1,2
Helena Nunes,X,2,2,X,X,X,1,2,1
Luis Rodrigues,1,X,2,2,X,1,1,2,1
Eduardo Gomes,2,2,X,X,1,X,2,2,X
Carlos Aguiar,X,2,X,X,X,X,2,2,2
Joana Rodrigues,2,1,2,1,2,X,1,X,2
Joana Morais,X,1,X,1,X,1,1,2,X
Carlos Teixera,2,X,2,2,1,2,X,2,2
Eduardo Abreu,X,X,X,2,2,1,2,2,1
Daniel Batista,2,1,2,1,1,X,X,X,X
Beatriz Teixera,2,1,2,X,1,1,1,X,1
Daniela Teixera,X,X,X,2,X,1,2,2,1
Eduarda Lopes,1,X,1,X,X,X,X,X,1
Luis Aguiar,X,X,1,1,X,2,1,X,1
Daniela Teixera,X,1,2,1,2,X,X,2,2
Eduardo Seabra,1,2,1,2,2,X,X,2,X
Bernardo Gomes,1,2,1,X,X,X,1,X,1
Joana Batista,2,2,X,2,1,X,X,X,1
Bernardo Santos,1,2,2,1,X,X,2,1,1
Luisa Bastos,X,2,X,2,1,X,1,X,1
Carla Morais,1,X,1,1,X,X,X,1,1
Eduardo Abreu,2,2,X,X,1,X,X,X,X
Luis Abreu,2,2,1,1,2,2,X,X,2
Filipe Pereira,X,2,X,2,2,2,2,1,X
Luis Gomes,X,1,2,X,2,1,1,1,1
Carla Rodrigues,2,2,2,2,1,2,2,1,2
Antonio Morais,1,1,1,1,X,2,2,1,X
Joana Batista,X,2,2,1,1,1,X,2,2
Eduarda Rodrigues,X,1,1,1,X,X,X,X,X
Joao Andrade,2,1,X,1,1,X,X,1,X
Daniela Bastos,1,X,2,1,1,X,2,2,1
Carlos Batista,2,X,1,X,1,X,1,2,1
Daniel Seabra,X,2,1,2,X,X,1,2,2
Eduarda Nunes,2,X,X,2,1,2,1,2,X
Beatriz Lopes,2,2,2,1,2,2,2,1,X
Beatriz Rodrigues,2,X,1,1,1,2,1,1,2
Daniel Seabra,2,1,X,2,2,X,2,2,1
Bernardo Seabra,2,1,1,1,X,X,1,X,2
Luis Pereira,1,2,2,X,1,X,X,X,2
Joana Aguiar,X,X,2,X,1,X,2,1,1
Eduardo Pereira,1,1,2,X,1,1,2,X,1
Carlos Santos,1,X,2,1,X,1,1,X,X
Filipe Batista,X,1,1,X,1,X,2,X,X
Bernardo Bastos,1,X,X,X,X,1,2,2,1
Helena Aguiar,X,1,1,2,2,2,1,1,2
Eduarda Teixera,X,1,2,X,X,2,2,1,X
Bernardo Rodrigues,1,X,2,1,2,X,X,2,X
Antonio Lopes,1,X,2,1,X,X,X,X,X
Daniel Lopes,X,X,1,X,1,X,X,X,1
Eduardo Morais,X,2,1,1,1,X,2,X,X
Filipe Trindade,X,2,X,2,X,X,2,1,2
Eduarda Andrade,1,1,1,2,1,1,1,X,X
Eduardo Trindade,1,X,X,1,2,X,2,X,1
Carlos Teixera,X,2,X,1,2,1,1,2,X
Luisa Abreu,X,X,2,1,2,1,2,X,2
Joana Rodrigues,X,X,2,1,X,1,2,1,X
Luisa Bastos,X,1,1,1,X,2,X,2,1
Joao Rodrigues,2,2,X,2,1,1,2,2,X
Joao Pereira,X,2,1,X,1,X,X,X,2
Filipe Batista,2,2,X,2,X,2,1,1,1
Daniel Salgado,2,1,2,1,X,2,2,2,X
Carla Seabra,2,1,X,1,2,1,X,X,X
Daniel Rodrigues,1,1,X,X,2,1,2,1,1
Helena Pinto,1,X,1,1,X,2,1,1,X
Beatriz Rodrigues,1,1,2,X,1,1,1,2,1
Helena Salgado,X,1,2,2,2,1,2,1,2
Beatriz Morais,2,X,X,2,2,1,2,1,1
Eduarda Gomes,2,1,X,X,1,X,1,2,1
Joao Salgado,X,X,2,1,2,2,2,2,X
Luis Morais,X,1,1,1,X,2,2,1,X
Luis Batista,2,2,X,2,2,2,X,1,1
Filipe Lopes,1,2,X,2,2,1,1,1,2
Joana Abreu,1,X,X,2,1,2,2,X,2
